id,name,language,mode,schedule,deadline,field,url,tution_currency,university_id,duration,tution_amount
30604,Masters Degree In Conservation Biology,Spanish,CAMPUS,PARTTIME,,SUSTAINABILITY,https://www.ucm.es/biologia-conservacion,EUR,338,8,45
30605,Masters Program Sustainable Development,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,3034,24,
30606,Master Of Science In Sustainability Science,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.leuphana.de/en/graduate-school/master/course-offerings/sustainability-science.html,,935,16,
30607,Masters Programme In Sustainable Business Management Leadership For Change,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,716,24,12000
30608,Master In Sustainability,Italian,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,447,1,2160
30609,Msc In Hospitality Management And Ecotourism For Gamechangers,English,COMBINED,FULLTIME,,SUSTAINABILITY,,GBP,1092,18,8500
30610,Msc In Hospitality Management And Ecotourism For Gamechangers,English,COMBINED,PARTTIME,,SUSTAINABILITY,,GBP,1092,18,8500
30611,Msc In Hospitality Management And Ecotourism For Gamechangers,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,1092,18,8500
30612,Msc In Hospitality Management And Ecotourism For Gamechangers,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,1092,18,8500
30613,Msc In Hospitality Management And Ecotourism For Gamechangers,English,ONLINE,FULLTIME,,SUSTAINABILITY,,GBP,1092,18,8500
30614,Msc In Hospitality Management And Ecotourism For Gamechangers,English,ONLINE,PARTTIME,,SUSTAINABILITY,,GBP,1092,18,8500
30615,Master In Bioeconomic Management In The Context Of Sustainable Growth,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,383,24,2900
30616,Master In Bioeconomic Management In The Context Of Sustainable Growth,Rumenian,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,383,24,2900
30617,Masters Program Sustainable Forest Nature Management Erasmus Mundus,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,3034,24,
30618,Msc In Environmental And Infrastructure Planning,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,15,,2168
30619,Master Of Science In Integrated Sustainable Design Isd,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SGD,571,24,41000
30620,Master Of Science In Integrated Sustainable Design Isd,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,SGD,571,24,41000
30621,Sustainability In Fashion And Creative Industries Ma,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,3073,12,725
30622,Sustainability In Fashion And Creative Industries Ma,German,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,3073,12,725
30623,Sustainable Development Msc Online,English,ONLINE,PARTTIME,,SUSTAINABILITY,,GBP,289,48,11750
30624,Masters Degree In Geology And Environmental Management Of Mineral Resources,Spanish,COMBINED,FULLTIME,,SUSTAINABILITY,,EUR,66,,830
30625,Masters Degree In Geology And Environmental Management Of Mineral Resources,Spanish,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,66,,830
30626,Masters Degree In Geology And Environmental Management Of Mineral Resources,Spanish,ONLINE,FULLTIME,,SUSTAINABILITY,,EUR,66,,830
30627,Ma In Climate And Society,English,CAMPUS,,,SUSTAINABILITY,,,2966,,
30628,Msc Sustainable Food Systems Double Degree Program,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,1674,24,10000
30629,Msc Sustainable Food Systems Double Degree Program,French,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,1674,24,10000
30630,Masters In Digital Skills For Sustainable Societal Transitions,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,671,24,161
30631,Master Of Sustainable Urban Planning Development Coursework,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,158,24,3500
30632,Master Of Sustainable Urban Planning Development Coursework,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,USD,158,24,3500
30633,Master In Environmental Science With Focus On Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,741,24,142800
30634,Energy Studies With Specialisation In Energy And The Environment Msc,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,1157,12,7650
30635,Master In Strategic Entrepreneurship And Sustainability Alliance Management Initiatives Sesami,Japanese,CAMPUS,,,SUSTAINABILITY,,,1396,,
30636,Msc In International Disaster Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,642,24,23000
30637,Msc In International Disaster Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,642,24,23000
30638,Msc In Environment And Natural Resources Specialisation Sustainable Water And Sanitation Health And Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1929,24,
30639,Sustainability Management And Innovation Msc,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,128,,12500
30640,Graduate Program In Sustainable Landscape Planning And Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,752,,
30641,Msc In Environmental Management And Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,1573,18,4000
30642,Msc In Environmental Management And Sustainability,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,EUR,1573,18,4000
30643,Master In Sustainable Manufacturing,English,CAMPUS,,,SUSTAINABILITY,,,,,
30644,Mres In Sustainable Futures,English,CAMPUS,FULLTIME,,SUSTAINABILITY,http://www.swdtp.ac.uk/,GBP,3751,24,18900
30645,Mres In Sustainable Futures,English,CAMPUS,PARTTIME,,SUSTAINABILITY,http://www.swdtp.ac.uk/,GBP,3751,24,18900
30646,Msc In Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,201,,9900
30647,Msc In Land Management Law Finance Real Estate And Natural Resources,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,18,,14900
30648,Master Of Marine Resources Management,English,,,,SUSTAINABILITY,,,202,,
30649,Master Of Science In Sustainable Building Information Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,,24,150000
30650,March Sustainable Urban Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,605,12,
30651,Master In Climate Physics,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,109,24,2168
30652,Ma In Responsible Management And Sustainable Economic Development,English,COMBINED,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30653,Ma In Responsible Management And Sustainable Economic Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30654,Ma In Responsible Management And Sustainable Economic Development,English,ONLINE,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30655,Master In Food And Beverage Sustainable Entrepreneurship Mfbse,Italian,CAMPUS,,,SUSTAINABILITY,,,1545,,
30656,Master In Leadership For Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,,,80000
30657,Master Of Arts In Sustainability,English,,,,SUSTAINABILITY,,,3973,,
30658,Master Of Sustainability Msus,English,,,,SUSTAINABILITY,,,447,,
30659,Master In Environmental Management And Sustainable Development,Spanish (Colombia),CAMPUS,,,SUSTAINABILITY,,,438,,
30660,Building Sustainability Mba,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,2702,12,5000
30661,European Operational Management Of Sustainable Development Master,French,ONLINE,,,SUSTAINABILITY,,,137,24,
30662,Ms In Sustainable Design,English,COMBINED,FULLTIME,,SUSTAINABILITY,,USD,546,24,39780
30663,Ms In Sustainable Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,546,24,39780
30664,Ms In Sustainable Design,English,ONLINE,FULLTIME,,SUSTAINABILITY,,USD,546,24,39780
30665,Master In Disaster Mitigation Study For Asian Students,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2934,,
30666,Master Of Arts In Global Environmental Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1408,24,
30667,Master Of Arts In Global Environmental Sustainability,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,,1408,24,
30668,Master In Climate Change And Sustainable Development Ccsd,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,646,16,
30669,Ms Sustainability Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,1647,36,1812
30670,Ms Sustainability Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,USD,1647,36,1812
30671,Msc In Natural Resources And Environment,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,CZK,2942,24,80000
30672,International Master Of Science In Soils And Global Change,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,2836,24,4500
30673,Msc Sustainable Food And Natural Resources,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,643,24,6250
30674,Msc Sustainable Food And Natural Resources,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,643,24,6250
30675,Msc Sustainable Food And Natural Resources,English,ONLINE,FULLTIME,,SUSTAINABILITY,,GBP,643,24,6250
30676,Msc Sustainable Food And Natural Resources,English,ONLINE,PARTTIME,,SUSTAINABILITY,,GBP,643,24,6250
30677,Master In Disaster Science,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,3937,24,4300
30678,Master In Disaster Science,Indonesian,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,3937,24,4300
30679,Master In Sustainable Development And Environment Virtual,Spanish (Colombia),CAMPUS,,,SUSTAINABILITY,,,2094,,
30680,Executive Master Of Sustainability Leadership,English,,,,SUSTAINABILITY,,,3973,,
30681,Masters Programme In Education For Sustainable Development,English,ONLINE,,,SUSTAINABILITY,,,2325,,
30682,Msc Forest And Ecosystem Sciences,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,2099,16,389
30683,Master In Environmental Management Of Mountain Areas Double Degree With Universitt Innsbruck Msc,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,339,24,750
30684,Master Of Sustainable Futures Research,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,156,48,
30685,Master Of Sustainable Futures Research,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,,156,48,
30686,Ms Sustainable Agriculture,French,CAMPUS,,,SUSTAINABILITY,,,3828,,
30687,Masters Degree In Protected Areas Natural Resources And Biodiversity,Spanish,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,863,,2168
30688,Master Of Environmental Management Master Of Environmental Science Sustainable Land Use And Natural Resource Management Slusem Programme By Coursework,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,85,18,17000
30689,Masters Of Science In Sustainable Building Technology,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,82,0,10828
30690,Masters Of Science In Sustainable Building Technology,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,,82,0,10828
30691,Master In Resource Economics And Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.unibo.it/en/university/covid-19-The-measures-adopted-by-the-University-of-Bologna/covid-misure-universita-di-bologna/?utm_source=Keystone&utm_campaign=Keystone&utm_medium=KeystoneListing,,380,24,
30692,Masters Degree In Heritage And Sustainable Development,Spanish (Mexican),CAMPUS,,,SUSTAINABILITY,,,4196,,
30693,Icpmaster Of Sustainable Development Leuven Et Al,English,CAMPUS,FULLTIME,,SUSTAINABILITY,http://www.kuleuven.be/onlineopendays,,148,24,
30694,Msc In Sustainability Entrepreneurship And Innovation,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,897,24,26700
30695,Master Of Science In Sustainable And Creative Leadership,English,ONLINE,FULLTIME,,SUSTAINABILITY,,EUR,3975,48,19900
30696,Master Of Science In Sustainable And Creative Leadership,English,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,3975,48,19900
30697,Master In Sustainable Construction,Spanish (Colombia),CAMPUS,,,SUSTAINABILITY,,,238,,
30698,Master Of Human Settlements Leuven,English,CAMPUS,FULLTIME,,SUSTAINABILITY,http://www.kuleuven.be/onlineopendays,,148,,
30699,Master Of Human Settlements Leuven,English,CAMPUS,PARTTIME,,SUSTAINABILITY,http://www.kuleuven.be/onlineopendays,,148,,
30700,Ma In Outdoor And Sustainability Education,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://liu.se/en/article/webinars,SEK,375,8,110000
30701,Master In Sustainable Development Management,English,COMBINED,FULLTIME,,SUSTAINABILITY,,MYR,3605,18,25113
30702,Master In Sustainable Development Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,MYR,3605,18,25113
30703,Master In Sustainable Development Management,English,ONLINE,FULLTIME,,SUSTAINABILITY,,MYR,3605,18,25113
30704,Master Of Fine Arts In Designchange,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,915,24,570000
30705,Master Of Arts In Social Innovation,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,1695,15,1200
30706,Master Of Arts In Social Innovation,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,USD,1695,15,1200
30707,Master Of Engineering Leadership In Integrated Water Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,CAD,733,24,29810
30708,Master Of Engineering Leadership In Integrated Water Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,CAD,733,24,29810
30709,Master In Economics Of Natural Resources Management,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,74,24,
30710,University Of Leicester Msc In Risk Crisis And Disaster Management,English,ONLINE,PARTTIME,,SUSTAINABILITY,,,291,,
30711,Master In International Business Concentration In Sustainability,English (UK),CAMPUS,,,SUSTAINABILITY,,,1564,,
30712,Master Of Environmental And Resource Economics,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,AUD,277,24,33888
30713,Masters Degree In Sustainable Development And Environment,French,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,897,24,7690
30714,Msc In Materials Science And Sustainability Methods,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2988,16,
30715,Msc In Materials Science And Sustainability Methods,German,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2988,16,
30716,Mscpgdip In Sustainable Aquaculture,English,ONLINE,PARTTIME,,SUSTAINABILITY,,GBP,404,60,24240
30717,Ma Anthropology Of Global Futures And Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,731,36,11520
30718,Ma Anthropology Of Global Futures And Sustainability,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,731,36,11520
30719,Ma In Language Social Justice,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,1178,24,6500
30720,Ma In Language Social Justice,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,1178,24,6500
30721,Msc In Aquaculture Sustainable Aquaculture Named Degree Outcomes,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,77,,6300
30722,Master In Global Energy Transition And Governance Niceberlin,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,1613,,8900
30723,Master In Sustainable Technology,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,594,24,310000
30724,Msc In Innovation And Global Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,33,24,
30725,Master In Ecotechnology Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1143,24,
30726,Msc Aquaculture Sustainable Aquaculture,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,77,12,8500
30727,Online Mam In Sustainable Fashion Management,English,ONLINE,PARTTIME,,SUSTAINABILITY,,CHF,3888,36,14100
30728,Msc In Global Strategy Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,393,,
30729,Master Of Agriculture Program In Agricultural Extension And Development,English,,,,SUSTAINABILITY,,,1263,,
30730,Master Of Agriculture Program In Agricultural Extension And Development,Thai,,,,SUSTAINABILITY,,,1263,,
30731,Ma In Education Teacher Leader Environmental Education Specialty,English,ONLINE,PARTTIME,,SUSTAINABILITY,,,45,,
30732,Master In Sustainable And Environmental Chemistry,Spanish,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.academiccourses.com/Intensive-Spanish-Program-More-Than-Just-Language/Spain/Universidad-de-Alicante-Centro-Superior-de-Idiomas/,EUR,1516,8,39
30733,Master Of Information Systems,,ONLINE,FULLTIME,,TECHNOLOGY,,,1963,24,
30734,Master Of Information Systems,,ONLINE,PARTTIME,,TECHNOLOGY,,,1963,24,
30735,Cisco Engineering Master Communications Cybersecurity And Systems,Spanish,COMBINED,,,TECHNOLOGY,,EUR,506,,2580
30736,Cisco Engineering Master Communications Cybersecurity And Systems,Spanish,CAMPUS,,,TECHNOLOGY,,EUR,506,,2580
30737,Cisco Engineering Master Communications Cybersecurity And Systems,Spanish,ONLINE,,,TECHNOLOGY,,EUR,506,,2580
30738,Master Of Science In Security By Design,English,CAMPUS,,,TECHNOLOGY,,,1694,,
30739,Master In Cybersecurity Onsite,Spanish,CAMPUS,PARTTIME,,TECHNOLOGY,,EUR,5,12,17000
30740,Master Of Science In Knowledge And Technology Management,English,CAMPUS,FULLTIME,,TECHNOLOGY,,HKD,11,30,6200
30741,Master Of Science In Knowledge And Technology Management,English,CAMPUS,PARTTIME,,TECHNOLOGY,,HKD,11,30,6200
30742,Master Of Science In Knowledge And Technology Management,English,ONLINE,FULLTIME,,TECHNOLOGY,,HKD,11,30,6200
30743,Master Of Science In Knowledge And Technology Management,English,ONLINE,PARTTIME,,TECHNOLOGY,,HKD,11,30,6200
30744,Master Of Science In Autonomous Systems,English,CAMPUS,FULLTIME,,TECHNOLOGY,https://www.dtu.dk/english/Service/coronavirus,EUR,123,24,30000
30745,Msc Information Technology Management,English,CAMPUS,FULLTIME,,TECHNOLOGY,,EUR,1073,18,12000
30746,Ms In Computer Science Cyber Security,English,ONLINE,PARTTIME,,TECHNOLOGY,,,2589,24,
30747,Master In Computer Engineering,English,CAMPUS,FULLTIME,,TECHNOLOGY,,EUR,2816,12,2500
30748,Master In Computer Engineering,English,CAMPUS,PARTTIME,,TECHNOLOGY,,EUR,2816,12,2500
30749,Master In Computer Engineering,Polish,CAMPUS,FULLTIME,,TECHNOLOGY,,EUR,2816,12,2500
30750,Master In Computer Engineering,Polish,CAMPUS,PARTTIME,,TECHNOLOGY,,EUR,2816,12,2500
30751,Msc In Computer Science For Autonomous Systems,English,CAMPUS,FULLTIME,,TECHNOLOGY,,EUR,,24,3000
30752,Master Of Science In Informatics,English,CAMPUS,FULLTIME,,TECHNOLOGY,,CHF,2271,16,4000
30753,Master In Information Systems Engineering Management Parttime,English,CAMPUS,PARTTIME,,TECHNOLOGY,,EUR,2187,20,7500
30754,Msc In Computer Science,English,CAMPUS,FULLTIME,,TECHNOLOGY,,GBP,2816,24,9900
30755,Msc In Computer Science,English,CAMPUS,PARTTIME,,TECHNOLOGY,,GBP,2816,24,9900
30756,Master In Photonics And Nanotechnology,English,CAMPUS,FULLTIME,,TECHNOLOGY,,EUR,1174,24,4787
30757,Master In Computer Science,Spanish,CAMPUS,,,TECHNOLOGY,,,490,,
30758,Ms In Computing,,CAMPUS,FULLTIME,,TECHNOLOGY,, AED,4197,60,9075
30759,Master In Advanced Mechatronics Systems,English,CAMPUS,FULLTIME,,TECHNOLOGY,,RON,1346,24,3300
30760,Ms In Biosecurity,Turkish,CAMPUS,,,TECHNOLOGY,,,,,
30761,Ms In Cybersecurity,English,CAMPUS,,,TECHNOLOGY,,,4319,,
30762,Ms In Statistical Practice,English,CAMPUS,FULLTIME,,TECHNOLOGY,,USD,827,8,29280
30763,Master Of Information Systems Management,English,CAMPUS,FULLTIME,,TECHNOLOGY,,EUR,40,24,1000
30764,Master Of Information Systems Management,Portuguese (Portugal),CAMPUS,FULLTIME,,TECHNOLOGY,,EUR,40,24,1000
30765,Online Master In Cybersecurity,English,,,,TECHNOLOGY,,,3319,,
30766,Master In Information Security,Russian,CAMPUS,FULLTIME,,TECHNOLOGY,,RUB,1044,24,324577
30767,Master Degree In Computer Software And Theory,,CAMPUS,FULLTIME,,TECHNOLOGY,,,1765,,
30768,Msc In Data Analytics,English,CAMPUS,FULLTIME,,TECHNOLOGY,,,254,,
30769,Master In Defense And Security Systems Development,English,CAMPUS,FULLTIME,,TECHNOLOGY,,SEK,2718,24,105000
30770,Master In Physics And Nanotechnology,,CAMPUS,FULLTIME,,TECHNOLOGY,,,1174,,
30771,Instructional Technology Trainers Ms,English,CAMPUS,FULLTIME,,TECHNOLOGY,,CAD,2513,24,33465
30772,Msc Applied Cyber Security With Professional Internship,English,CAMPUS,FULLTIME,,TECHNOLOGY,,GBP,254,24,6140
30773,Master In Cybersecurity Management,English,CAMPUS,FULLTIME,,TECHNOLOGY,,EUR,3879,12,3988
30774,Master In Gnss Receivers Hardware And Software,English,CAMPUS,FULLTIME,,TECHNOLOGY,,RUB,1442,16,114600
